Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton,Sample Depth,Datetime
SMP,34.008,-118.499,,545,1/21/19,15.7,,,200,,,0.3,,,,0.76,,0.58,,3.79,1.66,200,0,,,,0,0,0,0,0,0,0,,,0,16830,374,18326,,
SW,34.408043,-119.68485,1,20190122,1/22/19,15.1,17.2,,188,0.549,,0.549,0.309,,0.309,0.558,3.452,0.374,2.115,13.828,1.741,188,0,,,50,0,0,0,869,145,1448,724,290,145,,,,3619,1,
SIO,32.867,-117.257,,20190122,1/22/19,15.5,,,100,1.42,1.41,1.41,0.67,0.65,0.66,0.47,2.9,0,,0.37,0.37,200,0,,,,0,0,272,680,544,3399,1087,1495,0,136,16447,14408,38468,,
NP,33.6061,-117.9311,,NP012819,1/28/19,15.2,,,100,3.3,3.06,3.18,,,,0.43,2.48,0,0.23,4.22,0.23,200,0,,,25,0,0,0,0,18191,38982,23389,0,0,0,72766,7796,161124,,
SW,34.408043,-119.68485,1,20190128,1/28/19,15.5,15.2,,188,1.074,,1.074,0.674,,0.674,0.573,4.019,0,0.871,18.155,0.871,188,0,,,50,0,0,0,869,434,1592,0,145,0,,28082,10422,41544,1,
SIO,32.867,-117.257,,20190128,1/28/19,15.3,,,100,1.47,1.49,1.48,0.6,0.6,0.6,0.44,3.1,0,,0.63,0,200,0,,,,0,0,0,1087,3806,3398,5029,1223,0,0,24197,21750,60490,,
SMP,34.008,-118.499,,546,1/28/19,15.5,,,200,,,1.1,,,,0.62,,0.8,,1.13,0.49,200,0,,,,0,0,0,0,3740,8228,6732,,,0,89386,14212,123046,,
NP,33.6061,-117.9311,,NP020419,2/4/19,15.2,,,100,1.59,1.62,1.61,,,,0.43,1.51,0,0.33,0.61,0.33,200,0,,,25,0,0,0,0,2599,0,20790,7796,0,0,18191,2599,51975,,
SW,34.408043,-119.68485,1,20190204,2/4/19,15.7,15.3,,188,0.337,,0.337,0.428,,0.428,0.889,11.382,0,4.03,5.32,4.03,188,0,,,50,0,0,145,145,0,290,0,869,0,,9554,2461,13463,1,
SIO,32.867,-117.257,,20190204,2/4/19,15.6,,,100,0.95,0.99,0.97,0.2,0.24,0.22,0.48,2.3,0,,0.41,0,200,0,,,,0,0,626,1877,1252,4381,0,3755,2503,0,53193,42554,110141,,
SMP,34.008,-118.499,,547,2/4/19,15,,,200,,,0.5,,,,0.85,,0.44,,6.78,3.54,200,0,,,,0,0,0,0,0,7106,0,,,0,51238,0,58344,,
NP,33.6061,-117.9311,,NP021119,2/11/19,14.5,,,100,3.56,3.43,3.5,,,,0.36,1.24,0,0,9.18,0,200,0,,,25,0,0,0,0,2599,0,0,0,0,0,83161,5198,90957,,
SW,34.408043,-119.68485,1,20190211,2/11/19,15.3,12.5,,188,0.545,,0.545,0.525,,0.525,0.802,5.914,0.348,2.704,13.948,2.357,188,0,,,50,145,0,0,0,145,3764,145,434,0,,11580,2606,18818,1,
SIO,32.867,-117.257,,20190211,2/11/19,14.8,,,100,1.57,1.54,1.56,0.47,0.57,0.52,0.49,2.2,0,,0,0,200,0,,,,0,0,0,4381,626,8762,0,1878,0,0,108263,143933,267843,,
SMP,34.008,-118.499,,548,2/11/19,14.1,,,200,,,2.6,,,,0.43,,0.19,,1.63,1.27,200,0,,,,748,0,0,0,748,5984,7480,,,0,173536,4488,194106,,
NP,33.6061,-117.9311,,NP021819,2/18/19,13.6,,,100,3.89,3.8,3.85,,,,0.7,5.37,0.21,2.81,2.07,2.6,200,0,,,25,0,0,0,7796,0,0,0,0,2599,0,142932,2599,155926,,
SMP,34.008,-118.499,,549,2/18/19,13.7,,,200,,,1,,,,0.91,,0.96,,1.99,3.77,200,0,,,,0,0,0,0,0,0,0,,,0,84898,0,84898,,
SW,34.408043,-119.68485,1,20190219,2/19/19,13.3,15.5,,188,0.371,,0.371,0.328,,0.328,1.036,8.963,0.172,7.176,1.69,7.004,188,0,,,50,0,0,0,434,0,4487,0,0,0,,16502,1158,22581,1,
SIO,32.867,-117.257,,20190219,2/19/19,14.5,,,100,0.74,0.74,0.74,0.39,0.42,0.4,0.58,5.4,0,,1.31,1.59,200,0,,,,0,0,272,680,816,1223,0,544,0,0,17536,22020,43091,,
NP,33.6061,-117.9311,,NP022519,2/25/19,13,,,100,11.09,11.46,11.28,,,,0.5,0,0.11,2.41,1.02,2.3,200,0,,,25,0,0,2599,2599,0,38982,49377,0,0,15593,1281194,10395,1400738,,
SW,34.408043,-119.68485,1,20190225,2/25/19,12.7,15.9,,188,4.225,,4.225,0.695,,0.695,1.055,10.097,0,8.428,20.328,8.428,188,0,,,50,0,0,0,2606,290,38504,10133,579,0,,447572,5211,504894,1,
SIO,32.867,-117.257,,20190225,2/25/19,14,,,100,2.03,1.91,1.97,0.52,0.63,0.57,0.54,3.2,0,,0.74,1.19,200,0,,,,0,0,0,0,5007,8761,5006,0,0,0,389249,20025,428048,,
SMP,34.008,-118.499,,550,2/25/19,14.6,,,200,,,3.2,,,,0.44,,0.28,,1.42,0.13,200,0,,,,0,0,0,0,0,748,17952,,,0,428978,1496,449174,,
NP,33.6061,-117.9311,,NP030419,3/4/19,14,,,100,1.51,1.5,1.51,,,,0.27,0,0,0,1.81,0,200,0,,,25,0,0,0,0,0,49377,0,0,0,0,197507,7796,254680,,
SW,34.408043,-119.68485,1,20190304,3/4/19,,,,188,0.511,,0.511,0.311,,0.311,0.522,10.949,0,1.69,5.95,1.69,188,0,,,50,0,0,0,579,290,2895,2895,290,0,,247526,6659,261133,1,
SIO,32.867,-117.257,,20190304,3/4/19,14.6,,,100,1.5,1.49,1.49,0.7,0.82,0.76,0.54,0,0,,0.88,0.24,200,0,,,,0,0,0,5632,2504,31290,10638,626,0,0,299760,48812,399262,,
SMP,34.008,-118.499,,551,3/4/19,15.3,,,200,,,2.6,,,,0,,0,,0,0,200,0,,,,374,0,0,0,0,6358,6732,,,0,316778,2618,332860,,
SW,34.408043,-119.68485,1,20190311,3/11/19,11.9,11.2,,188,0.689,,0.689,0.397,,0.397,1.224,12.441,0.374,8.025,1.73,7.651,188,0,,,50,0,0,0,2027,0,6659,2606,0,0,,147647,579,159516,1,
SIO,32.867,-117.257,,20190311,3/11/19,14.6,,,100,2.23,2.28,2.26,0.84,0.82,0.83,0.48,1.2,0,,2.21,0.49,200,0,,,,272,0,1496,1359,3943,2582,0,1632,3262,0,8972,37923,61441,,
NP,33.6061,-117.9311,,NP031119,3/11/19,13.6,,,100,2.48,2.57,2.53,,,,0.39,1.12,0,0.77,31.19,0.77,200,0,,,25,0,0,0,0,0,5198,28586,0,0,7796,54574,7796,103951,,
SMP,34.008,-118.499,,552,3/11/19,14.2,,,200,,,0.3,,,,0.6,,0.89,,5.1,1.94,200,0,,,,0,374,1496,374,4114,1870,5236,,,0,17204,8228,38896,,
NP,33.6061,-117.9311,,NP031819,3/18/19,14.6,,,100,1.79,1.79,1.79,,,,0.47,2.18,0,0.71,0.96,0.71,200,0,,,25,0,0,0,2599,2599,0,0,2599,10395,0,98753,2599,119543,,
SW,34.408043,-119.68485,1,20190318,3/18/19,17,13.7,,188,5.649,,5.649,1.317,,1.317,0.28,0,0,0,0.393,0,188,0.18,,,50,0,0,290,14475,0,38793,43136,579,0,,1473573,14765,1585611,1,
SIO,32.867,-117.257,,20190318,3/18/19,15.7,,,100,1.32,1.46,1.39,0.6,0.49,0.55,0.47,2.3,0,,0.8,0.41,200,0,,,,544,0,952,1359,4758,0,0,952,544,0,19030,27185,55324,,
SMP,34.008,-118.499,,553,3/18/19,16,,,200,,,2.1,,,,0.46,,0.51,,2.53,0.18,200,0,,,,0,0,0,0,0,0,38862,,,0,621792,0,660654,,
NP,33.6061,-117.9311,,NP032519,3/25/19,15,,,100,4.52,4.64,4.58,,,,0.43,2.64,0,0,0.96,0,200,0,,,25,15593,0,5198,5198,2599,5198,12994,2599,20790,2599,75364,7796,155926,,
SIO,32.867,-117.257,,20190325,3/25/19,15.8,,,100,1.56,1.52,1.54,1.01,0.91,0.96,0.44,2.1,0,,0.93,0.59,200,0.06,,,,0,0,2504,2503,3755,15020,28787,3129,1877,0,138927,71967,268469,,
SMP,34.008,-118.499,,554,3/25/19,16.1,,,200,,,0.4,,,,0.53,,0.72,,2.31,0.21,200,0,,,,0,0,748,374,4114,0,3740,,,0,52360,4862,65824,,
SW,34.408043,-119.68485,1,20190326,3/26/19,15.2,15,,188,0.847,,0.847,0.867,,0.867,0.503,1.8,0,0.333,0.955,0.333,188,0,,,50,0,0,1158,4198,1737,1592,2750,145,290,,19686,11725,43281,1,
NP,33.6061,-117.9311,,NP040119,4/1/19,16.1,,,100,9.43,9.55,9.49,,,,0,3.28,0,0.24,0.33,0.24,200,0.05,,,25,2599,0,25988,2599,236488,25988,83161,25988,28586,0,275470,72766,779631,,
SW,34.408043,-119.68485,1,20190401,4/1/19,15.1,17.7,,188,1.768,,1.768,1.093,,1.093,0.369,4.295,0.172,2.175,16.213,2.003,188,0,,,50,0,0,1737,1737,1737,5790,5790,290,0,,80192,19686,116959,1,
SIO,32.867,-117.257,,20190401,4/1/19,16,,,100,2.41,2.2,2.3,1.24,1.24,1.24,0.34,3.8,0,,0.39,0.44,200,0,,,,4078,1359,1088,408,4350,1088,2855,5030,3534,0,63479,29360,116629,,
SMP,34.008,-118.499,,555,4/1/19,17.3,,,200,,,0.6,,,,0.31,,0.74,,1.16,0.71,200,0,,,,748,0,3366,1496,19074,0,748,,,1496,14960,2992,65824,,
NP,33.6061,-117.9311,,NP040819,4/8/19,16,,,100,5.37,5.4,5.39,,,,0.16,2.38,0,0,0.77,0,200,0,,,25,10395,0,7796,2599,51975,18191,33784,0,59772,7796,111747,31185,335242,,
SIO,32.867,-117.257,,20190408,4/8/19,16.1,,,100,2.09,1.93,2.01,0.79,0.91,0.85,0.48,3.5,0,,1.02,0.88,200,0.13,,,,4381,0,1252,0,35045,63206,33793,1878,8761,0,72593,55695,276604,,
SMP,34.008,-118.499,,556,4/8/19,16.8,,,200,,,0.2,,,,0.48,,1.39,,0.5,1.06,200,0,,,,0,374,748,0,0,0,0,,,0,3740,2992,26554,,
SW,34.408043,-119.68485,1,20190409,4/9/19,16.6,19.1,,188,0.824,,0.824,0.765,,0.765,0.326,3.019,0,0.28,3.55,0.28,188,0,,,50,0,0,579,579,724,579,1448,724,290,,2750,12593,20265,1,
NP,33.6061,-117.9311,,NP041519,4/15/19,14.7,,,100,7.32,7.5,7.41,,,,0.31,3.38,0,1.18,1.54,1.18,200,0.19,,,25,5198,0,0,7796,36383,96155,70167,10395,109148,0,356032,114346,805619,,
SIO,32.867,-117.257,,20190415,4/15/19,16,,,100,2.74,2.65,2.7,0.64,0.66,0.65,0.38,5.1,0,,0.62,0.39,200,0,,,,4622,272,1632,4486,29090,3262,816,2855,5981,0,23108,27863,103987,,
SMP,34.008,-118.499,,557,4/15/19,15.5,,,200,,,0.3,,,,0.55,,1.09,,0.57,4.39,200,0,,,,748,748,374,748,5610,6358,6358,,,748,9724,8976,43384,,
SW,34.408043,-119.68485,1,20190416,4/16/19,15.1,14.9,,188,2.551,,2.551,0.711,,0.711,0.963,13.067,0.25,10.225,3.401,9.975,188,0,,,50,0,579,1158,9988,2895,3764,1013,434,0,,11725,46031,77587,1,
NP,33.6061,-117.9311,,NP042219,4/22/19,14.1,,,100,19.24,18.81,19.03,,,,0.31,3.5,0,0.87,0,0.87,200,0,,,25,20790,0,15593,2599,28586,57173,41580,12994,350834,0,132537,49377,712063,,
SW,34.408043,-119.68485,1,20190422,4/22/19,15.3,16.7,,188,1.947,,1.947,1.101,,1.101,0.391,5.503,0,0.72,2.255,0.72,188,0,,,50,0,0,1158,2606,2606,21713,9264,290,0,,210759,27792,276186,1,
SIO,32.867,-117.257,,20190422,4/22/19,17,,,100,0.46,0.44,0.45,0.07,0.07,0.07,0.28,3.7,0,,0.41,0,200,0,,,,0,0,0,408,952,3262,816,0,0,0,29769,19302,54509,,
SMP,34.008,-118.499,,558,4/22/19,16.6,,,200,,,0.7,,,,0.51,,0,,0.23,3.14,200,0,,,,2244,1122,1122,0,0,11968,11968,,,0,22440,6732,59092,,
SW,34.408043,-119.68485,1,20190429,4/29/19,15.6,15,,188,0.953,,0.953,0.434,,0.434,0.195,0,0,0,6.431,0,188,0,,,50,0,579,5790,4632,869,22581,6080,1448,0,,41689,11580,95247,1,
NP,33.6061,-117.9311,,NP042919,4/29/19,16,,,100,3.11,3.12,3.12,,,,0.33,3.14,0,0.5,2.34,0.5,200,0,,,25,0,0,0,0,7796,0,0,0,0,0,18191,28586,54574,,
SIO,32.867,-117.257,,20190429,4/29/19,17.8,,,100,1.48,1.38,1.43,0.52,0.5,0.51,0.29,3.4,0,,0.43,0,200,0,,,,544,0,136,1223,8700,4214,544,816,0,0,16991,45944,79112,,
SMP,34.008,-118.499,,559,4/29/19,17,,,200,,,0.4,,,,0.51,,0,,0,4.41,200,0.12,,,,13464,748,4114,748,0,374,374,,,748,2244,7854,69564,,
NP,33.6061,-117.9311,,NP050619,5/6/19,15.6,,,100,8.68,8.67,8.68,,,,0.28,3.91,0,0.53,1.23,0.53,200,0,,,25,12994,0,0,10395,83161,0,0,23389,18191,0,36383,93556,278069,,
SIO,32.867,-117.257,,20190506,5/6/19,18.4,,,100,0.9,0.92,0.91,0.27,0.35,0.31,0.24,3.7,0,,1.14,0,200,0,,,,408,0,0,408,5709,10330,1223,0,0,0,5574,27050,50702,,
SMP,34.008,-118.499,,560,5/6/19,18.2,,,200,,,0.4,,,,0.44,,0.13,,0,1.15,200,0,,,,0,0,374,1870,24684,0,0,,,0,5236,5236,37400,,
SW,34.408043,-119.68485,1,20190507,5/7/19,16.2,18.6,,188,1.992,,1.992,1.083,,1.083,0.189,1.548,0,0,4.813,0,188,0,,,50,0,5790,1158,2895,1737,7238,10422,869,290,,18818,27792,77008,1,
SW,34.408043,-119.68485,1,20190513,5/13/19,16.6,17.4,,188,0.653,,0.653,0.863,,0.863,0.34,4.078,0,0.44,2.266,0.44,188,0,,,50,0,1158,0,579,2027,2027,7238,290,0,,15054,9264,37635,1,
SMP,34.008,-118.499,,561,5/13/19,,,,200,,,,,,,0.61,,2.72,,0.45,3.26,200,0,,,,,,,,,,,,,,,,,,
SIO,32.867,-117.257,,20190513,5/13/19,18.3,,,100,2.12,2.31,2.21,0.51,0.39,0.45,0.28,4.9,0,,0.97,0.12,200,0,,,,0,0,0,6258,16896,11890,0,4381,3755,0,46310,53819,143309,,
NP,33.6061,-117.9311,,NP051319,5/13/19,16.7,,,100,1.94,1.94,1.94,,,,0.28,5.7,0,0,0.25,0,200,0,,,25,0,0,0,2599,7796,0,0,0,0,0,44179,15593,70167,,
NP,33.6061,-117.9311,,NP052019,5/20/19,14.4,,,100,8.98,8.87,8.93,,,,0.39,5,0,1.26,0.93,1.26,200,0,,,25,23389,0,10395,0,36383,5198,10395,0,54574,0,171519,46778,358630,,
SW,34.408043,-119.68485,1,20190520,5/20/19,12.9,16.7,,188,0.572,,0.572,1.169,,1.169,1.495,18.145,0.766,15.185,2.716,14.418,188,0,,,50,0,0,145,1448,290,5935,1303,0,0,,12014,1448,22581,1,
SMP,34.008,-118.499,,562,5/20/19,16.2,,,200,,,0.2,,,,0.42,,0,,0,0,200,0,,,,374,0,0,1122,1496,5236,1122,,,0,11594,2618,24310,,
SIO,32.867,-117.257,,20190520,5/20/19,17.6,,,100,8.8,8.28,8.54,1.15,1.61,1.38,0.3,6.2,0,,0.5,0.23,200,0,,,,2503,0,1252,60703,120780,19400,0,8136,1252,0,56948,93869,364843,,
SMP,34.008,-118.499,,563,5/27/19,17.6,,,200,,,4.7,,,,0.55,,0.14,,0,0.9,200,0,,,,0,0,3886,50521,178765,0,0,,,0,7772,3886,244831,,
NP,33.6061,-117.9311,,NP052719,5/27/19,13.5,,,100,12.2,11.75,11.98,,,,0.49,7.97,0.12,2.92,0,2.8,200,0.05,,,25,7796,0,0,2599,64969,350834,660088,2599,41580,0,899175,33784,2063425,,
SW,34.408043,-119.68485,1,20190528,5/28/19,,,,188,7.867,,7.867,1.117,,1.117,0.965,16.03,0.227,11.143,4.146,10.916,188,0,,,50,0,0,0,5790,290,549478,25476,0,0,,1563609,1013,2145656,1,
SIO,32.867,-117.257,,20190528,5/28/19,17.2,,,100,5.82,5.83,5.82,0.56,0.64,0.6,0.27,6.6,0,,0.42,0,200,0,,,,0,0,1252,47561,53193,88863,24407,1252,3755,0,143309,76973,440565,,
NP,33.6061,-117.9311,,NP060319,6/3/19,16.1,,,100,1.73,1.68,1.71,,,,0.4,4.58,0,0,1.61,0,200,0.13,,,25,7796,0,0,12994,189710,155926,135136,0,7796,0,150729,49377,709465,,
SW,34.408043,-119.68485,1,20190603,6/3/19,15.7,17,,188,2.081,,2.081,0.913,,0.913,0.563,2.22,0,0.238,3.737,0.238,188,0,,,50,0,1158,0,31845,4343,17081,50953,290,0,,13607,11001,130277,1,
SMP,34.008,-118.499,,564,6/3/19,16,,,200,,,0.8,,,,0.44,,0,,0.36,1.46,200,0,,,,748,0,374,2244,16082,29172,28050,,,748,18700,6358,104446,,
SIO,32.867,-117.257,,20190603,6/3/19,18,,,100,54.68,56.69,55.68,0,0,0,0.17,6.3,0,,0,0,200,0,,,,11890,0,2504,647705,267843,56948,38174,13142,13768,0,66335,241558,1359867,,
SW,34.408043,-119.68485,1,20190610,6/10/19,17.3,21.6,,188,1.634,,1.634,1.094,,1.094,0.504,4.842,0,0,1.624,0,188,0,,,50,0,1158,290,13317,16791,2027,1158,1448,0,,8396,26055,70639,1,
SMP,34.008,-118.499,,565,6/10/19,18.6,,,200,,,0.9,,,,0.38,,1.92,,1.01,0.7,200,0,,,,0,0,0,8976,91256,0,1496,,,748,2244,1496,106216,,
SIO,32.867,-117.257,,20190610,6/10/19,19.2,,,100,6.27,6.28,6.28,1.11,0.8,0.95,0.21,4,0,,0.6,0,200,0,,,,0,0,626,55696,53819,27535,0,0,1252,0,86361,78225,303514,,
NP,33.6061,-117.9311,,NP061019,6/10/19,18.8,,,100,3.08,3.25,3.17,,,,0.21,2.42,0,0,0.82,0,200,0,,,25,0,0,0,18191,119543,5198,0,0,0,0,25988,23389,192309,,
NP,33.6061,-117.9311,,NP061719,6/17/19,19,,,100,7.97,7.74,7.86,,,,0.15,2.22,0,0,1.14,0,200,0,,,25,2599,0,5198,189710,41580,5198,2599,2599,0,0,28586,80562,358630,,
SW,34.408043,-119.68485,1,20190617,6/17/19,16.6,16.4,,188,1.114,,1.114,0.56,,0.56,0.293,4.779,0,0,1.399,0,188,0,,,50,0,290,0,4487,1737,1882,2316,434,290,,17515,10422,39372,1,
SMP,34.008,-118.499,,566,6/17/19,17.6,,,200,,,7.2,,,,0.31,,0.33,,0,0.13,200,0,,,,0,0,0,265563,738378,0,0,,,0,12960,103626,1120527,,
SIO,32.867,-117.257,,20190617,6/17/19,19.4,,,100,17.31,16.05,16.68,2.2,4.56,3.38,0.16,4.2,0,,0.69,0,200,0,,,,7510,0,3129,236553,88863,14393,0,5633,2503,0,87613,184612,630809,,
SW,34.408043,-119.68485,1,20190624,6/24/19,15.6,18.1,,188,2.775,,2.775,1.022,,1.022,0.502,10.835,0,0.345,2.013,0.345,188,0,,,50,0,0,5211,8106,46610,579,869,10133,290,,12159,22292,106248,1,
SMP,34.008,-118.499,,567,6/24/19,18.4,,,200,,,0.1,,,,0.42,,0.06,,0.85,0.28,200,0,,,,0,0,0,6358,3366,0,0,,,0,374,3740,13838,,
SIO,32.867,-117.257,,20190624,6/24/19,19.8,,,100,4.34,4.24,4.29,1.18,1.31,1.25,0.3,3.5,0,,1.45,0,200,0,,,,0,2503,1877,25658,29412,5006,0,2503,1252,0,80729,130794,279734,,
NP,33.6061,-117.9311,,NP062419,6/24/19,18.2,,,100,2.87,3.07,2.97,,,,0.43,7.96,0,0,0.85,0,200,0,,,25,7796,0,0,23389,18191,0,0,0,0,0,62371,44179,155926,,
NP,33.6061,-117.9311,,NP070119,7/1/19,18.2,,,100,2.64,2.78,2.71,,,,0.12,1.26,0,0,0.85,0,200,0,,,25,5198,0,0,36383,15593,0,0,2599,0,0,59772,44179,163723,,
SW,34.408043,-119.68485,1,20190701,7/1/19,18.9,20,,188,1.479,,1.479,0.395,,0.395,0,6.886,0,0,3.51,0,188,0,,,50,0,579,290,2895,82509,1448,290,6080,0,,6659,8396,109143,1,
SMP,34.008,-118.499,,568,7/1/19,21.2,,,200,,,0.4,,,,0.73,,3.25,,4.26,0.37,200,0,,,,0,0,0,7106,4488,0,0,,,0,5984,4488,22066,,
SIO,32.867,-117.257,,20190701,7/1/19,17.8,,,100,1.89,1.84,1.86,0.45,0.54,0.5,0.28,4.1,0,,1.02,0.46,200,0,,,,0,0,0,5006,5007,31290,10012,626,1252,0,153322,54444,260959,,
SW,34.408043,-119.68485,1,20190708,7/8/19,16.3,18.1,,188,2.753,,2.753,1.098,,1.098,0.425,7.371,0,0,13.332,0,188,0,,,50,2316,0,0,15633,20265,1448,4343,869,0,,54137,19686,118696,1,
SMP,34.008,-118.499,,569,7/8/19,20.2,,,200,,,2.2,,,,0.41,,3.45,,0.04,0.73,200,0,,,,0,0,0,117062,64328,1496,0,,,1870,17952,11594,214302,,
NP,33.6061,-117.9311,,NP070819,7/8/19,20.2,,,100,2.64,2.78,2.71,,,,0.11,3.12,0,0,1.42,0,200,0,,,25,0,0,0,2599,0,0,0,10395,0,0,90957,0,103951,,
SIO,32.867,-117.257,,20190708,7/8/19,19.3,,,100,0.94,0.94,0.94,0.41,0.44,0.43,0.21,3.7,0,,1.85,0,200,0,,,,0,0,0,3755,2504,46309,8762,626,0,0,146437,55695,264088,,
SW,34.408043,-119.68485,1,20190715,7/15/19,18.1,18.8,,188,0.939,,0.939,0.469,,0.469,0.146,7.288,0,0,42.461,0,188,0,,,50,579,0,145,2606,4632,4922,2750,4777,0,145,16502,14186,51242,1,
SMP,34.008,-118.499,,570,7/15/19,21.2,,,200,,,0.3,,,,0.35,,0.07,,1.6,0.71,200,0,,,,0,0,0,2244,24684,748,0,,,748,11968,11594,52734,,
SIO,32.867,-117.257,,20190715,7/15/19,21.3,,,100,3.21,3.3,3.26,1.03,1.1,1.07,0,1.8,0,,0.23,0,200,0,,,,0,0,1252,24406,11890,46935,1252,626,0,0,103883,105760,296004,,
NP,33.6061,-117.9311,,NP071519,7/15/19,19.6,,,100,2.46,2.51,2.49,,,,0.17,2.59,0,0,1.33,0,200,0,,,25,0,0,0,2599,2599,23389,7796,0,0,0,25988,12994,75364,,
SW,34.408043,-119.68485,1,20190722,7/22/19,17,17,,188,7.587,,7.587,1.756,,1.756,0.3,7.286,0,0,41.344,0,188,0,,,50,18528,16212,1448,179782,6948,18818,7527,12159,290,6948,36767,86272,391698,1,
SMP,34.008,-118.499,,571,7/22/19,22.1,,,200,,,0.7,,,,0.19,,0.21,,1.41,0.24,200,0,,,,0,0,0,0,1870,42636,2244,,,0,12716,1870,61710,,
SIO,32.867,-117.257,,20190722,7/22/19,22.2,,,100,1.73,1.74,1.74,0.65,0.75,0.7,0.14,1.1,0,,1.3,0,200,0,,,,0,0,0,2462,6974,31590,1641,1231,0,0,79178,57845,180921,,
NP,33.6061,-117.9311,,NP072219,7/22/19,19.6,,,100,3.73,3.71,3.72,,,,0.15,3.94,0,0,0,0,200,0,,,25,0,0,0,2599,25988,36383,5198,0,0,0,109148,38982,218297,,
SW,34.408043,-119.68485,1,20190729,7/29/19,19.2,16.9,,188,1.676,,1.676,0.706,,0.706,0.114,4.132,0,0,0.79,0,188,0,,,50,3764,0,1737,7817,2316,8396,6369,2606,0,1158,45452,19397,99010,1,
NP,33.6061,-117.9311,,NP072919,7/29/19,21,,,100,1.55,1.57,1.56,,,,0.15,1.83,0,0.34,2.7,0.34,200,0,,,25,0,0,0,12994,0,49377,18191,0,0,0,109148,5198,194908,,
SMP,34.008,-118.499,,572,7/29/19,21.8,,,200,,,6,,,,0.16,,0.82,,0.88,0.54,200,0,,,,0,0,0,0,6471,103626,0,,,0,2040255,12953,2163304,,
SIO,32.867,-117.257,,20190729,7/29/19,22.8,,,100,1.87,1.97,1.92,0.68,0.74,0.71,0.14,2,0,,0.73,0.22,200,0,,,,0,0,0,2872,1641,20512,1641,1641,0,0,66461,52102,146870,,
SW,34.408043,-119.68485,1,20190805,8/5/19,18.4,18.7,,188,1.509,,1.509,0.56,,0.56,0,4.611,0,0,0.27,0,188,0,,,50,290,0,579,4922,7238,1448,1448,6659,0,0,14186,33872,70639,1,
SIO,32.867,-117.257,,20190805,8/5/19,21.5,,,100,1.82,1.86,1.84,0.92,1.02,0.97,0.11,2.3,0,,0.58,0,200,0,,,,0,0,272,3806,3942,14273,272,136,0,0,87540,32352,142593,,
SMP,34.008,-118.499,,573,8/5/19,20.8,,,200,,,1.8,,,,0.17,,0.35,,1.48,0.29,200,0,,,,374,0,0,14586,2618,1122,0,,,374,61336,2618,84524,,
NP,33.6061,-117.9311,,NP080619,8/6/19,19.2,,,100,4.54,4.59,4.57,,,,0.1,2.05,0,0,0.57,0,200,0,,,25,0,0,5198,23389,54574,5198,0,7796,2599,0,67568,41580,207902,,
SW,34.408043,-119.68485,1,20190812,8/12/19,18.6,19.9,,188,2.327,,2.327,0.774,,0.774,0.151,6.129,0,0,1.132,0,188,0,,,50,0,0,0,3764,1158,16212,1448,5790,0,0,40530,18528,87429,1,
NP,33.6061,-117.9311,,NP081219,8/12/19,19.8,,,100,2.33,2.26,2.3,,,,0.25,0,0,0.33,1.81,0.33,200,0,,,25,0,0,0,0,10395,0,0,0,0,0,150729,2599,163723,,
SIO,32.867,-117.257,,20190812,8/12/19,21.4,,,100,5.99,6.52,6.26,1.6,1.79,1.69,0,2.1,0,,0.21,0,200,0,,,,0,0,626,32542,55071,50064,1252,626,0,0,165837,71340,377358,,
SMP,34.008,-118.499,,574,8/12/19,20.1,,,200,,,0.2,,,,0.26,,1.23,,1.7,0.31,200,0,,,,0,0,0,2992,1496,1496,0,,,374,6358,1122,13838,,
SMP,34.008,-118.499,,575,8/19/19,20.8,,,200,,,3.6,,,,0.16,,1.39,,0.77,0.67,200,0,,,,0,0,0,25806,19074,0,0,,,2992,15708,9350,74052,,
SW,34.408043,-119.68485,1,20190819,8/19/19,18.4,19.9,,188,1.947,,1.947,0.914,,0.914,0.296,3.55,0,0.397,3.158,0.397,188,0,,,50,290,0,290,5790,869,11580,1158,3185,0,869,20844,34161,79034,1,
SIO,32.867,-117.257,,20190819,8/19/19,21.5,,,100,2.67,2.71,2.69,0.71,0.7,0.71,0,1.6,0,,0.45,0,200,0,,,,626,0,626,6884,1877,66335,5006,0,0,0,445571,51941,578866,,
NP,33.6061,-117.9311,,NP081919,8/20/19,19.2,,,100,3.29,3.23,3.26,,,,0,0,0,0,0.78,0,200,0,,,25,0,0,0,20790,0,12994,0,2599,0,0,304056,10395,350834,,
SW,34.408043,-119.68485,1,20190826,8/26/19,20.3,21.4,,188,2.327,,2.327,1.363,,1.363,0,1.148,0,0,0.686,0,188,0,,,50,0,0,290,290,2316,13317,3185,1448,0,0,182387,1592,204824,1,
